brand,model,network_technology,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
Motorola,Moto Z2 Play,GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 20(800)| 25(1900)| 26(850)| 28(700)| 29(700)| 30(2300)| 38(2600)| 41(2500)| 66(1700/2100),HSPA  LTE,Yes,Yes,2017  June,Available. Released 2017  June,156.2 x 76.2 x 6 mm (6.15 x 3.00 x 0.24 in),145,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~70.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 7.1.1 (Nougat),Octa-core 2.2 GHz Cortex-A53,Qualcomm MSM8953-Pro Snapdragon 626,Adreno 506,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM or 64 GB| 4 GB RAM,12 MP| f/1.7| phase detection and laser autofocus| dual-LED (dual tone) flash,5 MP| f/2.0| 1.4 µm pixel size| dual-LED (dual tone) flash| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,3.1| Type-C 1.0 reversible connector| magnetic connector| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Lunar Gray| Fine Gold| Nimbus Blue,400,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-play.jpg
HTC,U11,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 17(700)| 20(800)| 28(700)| 32(1500)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (4CA) Cat16 1024/75 Mbps,Yes,Yes,2017  May,Available. Released 2017  June,153.9 x 75.9 x 7.9 mm (6.06 x 2.99 x 0.31 in),169,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super LCD5 capacitive touchscreen  16M colors,5.5 inches (~71.4% screen-to-body ratio),1440 x 2560 pixels (~534 ppi pixel density),Android 7.1 (Nougat),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Qualcomm MSM8998 Snapdragon 835,Adreno 540,microSD  up to 256 GB (dedicated slot) - single-SIM model,64 GB,4 GB RAM or 128 GB| 6 GB RAM,12 MP| f/1.7| phase detection autofocus| OIS| dual-LED (dual tone) flash| ,16 MP| f/2.0| 1080p,Yes with stereo speakers,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,No,3.1| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Amazing Silver| Sapphire Blue| Brilliant Black| Ice White| Solar Red,750,http://cdn2.gsmarena.com/vv/bigpic/htc-u11.jpg
HTC,U Ultra,GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 17(700)| 20(800)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat11 600/50 Mbps,Yes,Yes,2017  January,Available. Released 2017  February,162.4 x 79.8 x 8 mm (6.39 x 3.14 x 0.31 in),170,Dual SIM (Nano-SIM| dual stand-by),Super LCD5 capacitive touchscreen  16M colors,5.7 inches (~69.7% screen-to-body ratio),1440 x 2560 pixels (~513 ppi pixel density),Android 7.0 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 821,Adreno 530,microSD  up to 256 GB (uses SIM 2 slot),64/128 GB,4 GB RAM,12 MP| f/1.8| 26mm| OIS| laser & phase detection autofocus| dual-LED (dual tone) flash| ,16 MP| 1080p| Auto-HDR,Yes,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,No,3.1| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Brilliant Black| Cosmetic Pink| Ice White| Sapphire Blue,750,http://cdn2.gsmarena.com/vv/bigpic/htc-u-ultra.jpg
HTC,10 Lifestyle,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 12(700)| 20(800)| 28(700)| 32(1500)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat6 300/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  June,145.9 x 71.9 x 9 mm (5.74 x 2.83 x 0.35 in),161,Nano-SIM,Super LCD5 capacitive touchscreen  16M colors,5.2 inches (~71.1% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,12 MP| f/1.8| 26mm| OIS| laser autofocus| dual-LED (dual tone) flash,5 MP| f/1.8| 23mm| OIS| autofocus| 1.34 µm pixel size| 1080p| HDR,Yes dual speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| aptX,Yes with A-GPS GLONASS/ BDS (region dependent),Yes,No,2.0| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Carbon Gray| Topaz Gold| Glacier Silver,420,http://cdn2.gsmarena.com/vv/bigpic/htc-10-lifestyle.jpg
HTC,10,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA  LTE-A (3CA) Cat9 450/50 Mbps,Yes,Yes,2016  April,Available. Released 2016  May,145.9 x 71.9 x 9 mm (5.74 x 2.83 x 0.35 in),161,Nano-SIM,Super LCD5 capacitive touchscreen  16M colors,5.2 inches (~71.1% screen-to-body ratio),1440 x 2560 pixels (~565 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 820,Adreno 530,microSD  up to 256 GB (dedicated slot),32/64 GB,4 GB RAM,12 MP| f/1.8| 26mm| OIS| laser autofocus| dual-LED (dual tone) flash| ,5 MP| f/1.8| 23mm| OIS| autofocus| 1.34 µm pixel size| 1080p| HDR,Yes dual speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| aptX,Yes with A-GPS GLONASS/ BDS (region dependent),Yes,No,3.1| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Carbon Gray| Topaz Gold| Glacier Silver| Camellia Red,500,http://cdn2.gsmarena.com/vv/bigpic/htc-10-r.jpg
Apple,iPhone 7,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - A1660| A1778,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 27(800)| 28(700)| 29(700)| 30(2300)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - A1660| A1778,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016  September,Available. Released 2016  September,138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),138,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.7 inches (~65.6% screen-to-body ratio),750 x 1334 pixels (~326 ppi pixel density),iOS 10.0.1| upgradable to iOS 10.3.2,Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),Apple A10 Fusion,PowerVR Series7XT Plus (six-core graphics),No,32/128/256 GB,GB| 2 GB RAM,12 MP| f/1.8| 28mm| phase detection autofocus| OIS| quad-LED (dual tone) flash| ,7 MP| f/2.2| 32mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers,No,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 1960 mAh battery (7.45 Wh),Jet Black| Black| Silver| Gold| Rose Gold| Red,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg
BQ,Aquaris X Pro,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2017  April,Available. Released 2017  June,146.5 x 72.7 x 7.8 mm (5.77 x 2.86 x 0.31 in),158,Dual SIM (Nano-SIM| dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,5.2 inches (~70.0% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 7.1.1 (Nougat),Octa-core 2.2 GHz Cortex-A53,Qualcomm MSM8953-Pro Snapdragon 626,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),64/128 GB,4 GB RAM,12 MP| f/1.8| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.0| 1080p@60fps| LED flash,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE| aptX,Yes with A-GPS GLONASS GALILEO,Yes,FM radio,2.0| Type-C 1.0 reversible connector| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3100 mAh battery,Midnight Black| Glaze White,370,http://cdn2.gsmarena.com/vv/bigpic/bq-aquaris-xpro.jpg
Meizu,Pro 6s,GSM / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE Cat6 300/50 Mbps,Yes,Yes,2016  November,Available. Released 2016  December,147.7 x 70.8 x 7.3 mm (5.81 x 2.79 x 0.29 in),163,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.3% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 6.0 (Marshmallow),Deca-core (2x2.5 GHz Cortex-A72| 4x2 GHz Cortex-A53| 4x1.4 GHz Cortex-A53),Mediatek MT6797T Helio X25,Mali-T880 MP4,No,64 GB,4 GB RAM,12 MP| f/2.0| OIS (4-axis)| phase detection & laser autofocus| ten-LED (dual tone) flash,5 MP| f/2.0| 1.4 µm pixel size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,No,3.1| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3060 mAh battery,Black| Gold| Silver| Rose Gold,430,http://cdn2.gsmarena.com/vv/bigpic/meizu-pro-6s.jpg
Meizu,Pro 6 Plus,GSM / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2016  November,Available. Released 2016  November,155.6 x 77.3 x 7.3 mm (6.13 x 3.04 x 0.29 in),158,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.5% screen-to-body ratio),1440 x 2560 pixels (~515 ppi pixel density),Android 6.0 (Marshmallow),Octa-core (4x2.0 GHz Mongoose & 4x1.5 GHz Cortex-A53) - 64 GB version,Exynos 8890 Octa,Mali-T880 MP10 - 64 GB version,No,64/128 GB,4 GB RAM,12 MP| f/2.0| OIS (4-axis)| phase detection & laser autofocus| ten-LED (dual tone) flash| ,5 MP| f/2.0| 1.4 µm pixel size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,No,3.1| Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| heart rate,Non-removable Li-Ion 3400 mAh battery,Gold| Silver| Gray,550,http://cdn2.gsmarena.com/vv/bigpic/meizu-pro-6-plus.jpg
BlackBerry,KEYone,GSM / HSPA / LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 13(700)| 17(700)| 20(800)| 28(700)| 38(2600)| 40(2300) - EMEA,HSPA 42.2/5.76 Mbps  LTE-A Cat9 450/50 Mbps,Yes,Yes,2017  February,Available. Released 2017  April,149.1 x 72.4 x 9.4 mm (5.87 x 2.85 x 0.37 in),180,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~55.9% screen-to-body ratio),1080 x 1620 pixels (~433 ppi pixel density),Android 7.1 (Nougat),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,microSD  up to 256 GB,32 GB,3 GB RAM,12 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.2| 1.12 µm pixel size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,4.2| A2DP| LE| EDR,Yes with A-GPS GLONASS BDS2,Yes,FM radio,3.1| Type-C 1.0 reversible connector| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3505 mAh battery,Black,600,http://cdn2.gsmarena.com/vv/bigpic/blackberry-keyone-mercury.jpg
Xiaomi,Mi 5s,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2016  September,Available. Released 2016  October,145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in),145,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.15 inches (~71.4% screen-to-body ratio),1080 x 1920 pixels (~428 ppi pixel density),Android 6.0 (Marshmallow),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 821,Adreno 530,No,64 GB,3 GB RAM or 128 GB| 4 GB RAM,12 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash| ,"4 MP| f/2.0| 1/3"" sensor size| 2µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,No,Type-C 1.0 reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable 3200 mAh battery,Silver| Gray| Gold| Rose Gold,310,http://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5s1.jpg
Apple,iPad Pro 9.7,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 27(800)| 28(700)| 29(700)| 30(2300)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2016  March,Available. Released 2016  March,240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),437,Nano-SIM/ Electronic SIM card (e-SIM),LED-backlit IPS LCD  capacitive touchscreen  16M colors,9.7 inches (~71.6% screen-to-body ratio),1536 x 2048 pixels (~264 ppi pixel density),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 2.16 GHz (Twister),Apple A9X,PowerVR Series 7 (12-core graphics),No,32/128/256 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash,5 MP| f/2.2| 31mm| 1080p@30fps| 720p@240fps| face detection| HDR| panorama,Yes with stereo speakers (4 speakers),Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| hotspot,4.2| A2DP| EDR,Yes with A-GPS GLONASS (Wi&#8209;Fi + Cellular model only),NFC,No,2.0| reversible connector; magnetic connector,Fingerprint (front-mounted)| accelerometer| gyro| compass| barometer,Non-removable Li-Ion battery (27.9 Wh),Silver| Gold| Space Gray| Rose Gold,690,http://cdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-97.jpg
Apple,iPhone SE,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - A1662| A1723,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 25(1900)| 26(850)| 29(700) - A1662,HSPA  LTE-A Cat4 150/50 Mbps,Yes,Yes,2016  March,Available. Released 2016  March,123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in),113,Nano-SIM,LED-backlit IPS LCD  capacitive touchscreen  16M colors,4.0 inches (~60.8% screen-to-body ratio),640 x 1136 pixels (~326 ppi pixel density),iOS 9.3.2| upgradable to iOS 10.3.2,Dual-core 1.84 GHz Twister,Apple A9,PowerVR GT7600 (six-core graphics),No,16/32/64/128 GB,2 GB RAM,12 MP| f/2.2| 29mm| phase detection autofocus| dual-LED (dual tone) flash| ,1.2 MP| f/2.4| 31mm| 720p@30fps| face detection| HDR| FaceTime over Wi-Fi or Cellular,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes (Apple Pay only),No,2.0| reversible connector,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 1624 mAh battery (6.21 Wh),Space Gray| Silver| Gold| Rose Gold,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg
Xiaomi,Mi Max 2,GSM / CDMA / HSPA / EVDO / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2017  May,Available. Released 2017  June,174.1 x 88.7 x 7.6 mm (6.85 x 3.49 x 0.30 in),211,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.44 inches (~74.0% screen-to-body ratio),1080 x 1920 pixels (~342 ppi pixel density),Android 7.1.1 (Nougat),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,microSD  up to 256 GB (uses SIM 1 slot),64/128 GB,4 GB RAM,12 MP| f/2.2| phase detection autofocus| dual-LED (dual tone) flash,5 MP| f/2.0,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS BDS,Yes,To be confirmed,Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 5300 mAh battery,Gold,280,http://cdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max2.jpg
Huawei,P10 Lite,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE-A (2CA) Cat6 300/50 Mbps,Yes,Yes,2017  February,Available. Released 2017  March,146.5 x 72 x 7.2 mm (5.77 x 2.83 x 0.28 in),146,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,5.2 inches (~70.7% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 7.0 (Nougat),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),HiSilicon Kirin 658,Mali-T830MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3/4 GB,12 MP| f/2.2| phase detection autofocus| LED flash| ,8 MP| autofocus| f/2.0| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot (Western Europe| Korea),4.1| A2DP| EDR| LE,Yes with A-GPS GLONASS,Yes (WAS-LX1A| WAS-LX1),FM radio,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 3000 mAh battery,Pearl White| Graphite Black| Platinum Gold| Sapphire Blue,280,http://cdn2.gsmarena.com/vv/bigpic/huawei-p10-lite.jpg
Huawei,nova,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 - CAN-L01L11,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800)| 38(2600) - CAN-L01L11,HSPA  LTE,Yes,Yes,2016  September,Available. Released 2016  October,141.2 x 69.1 x 7.1 mm (5.56 x 2.72 x 0.28 in),146,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~70.6% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 6.0.1 (Marshmallow)| upgradable to 7.0 (Nougat),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,12 MP| phase detection autofocus| LED flash| ,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.1| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 3020 mAh battery,Prestige Gold| Mystic Silver| Titanium Grey| Obsidian Black,300,http://cdn2.gsmarena.com/vv/bigpic/huawei-nova.jpg
LG,X mach,GSM / HSPA / LTE,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 17(700)| 20(800)| 28(700)| 38(2600),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps,Yes,Yes,2016  June,Available. Released 2016  September,149.1 x 76.5 x 8.9 mm (5.87 x 3.01 x 0.35 in),150,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~72.0% screen-to-body ratio),1440 x 2560 pixels (~538 ppi pixel density),Android 6.0.1 (Marshmallow),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,12.3 MP| f/2.0| autofocus| LED flash,8 MP| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Removable Li-Ion 3000 mAh battery,Titan| White,480,http://cdn2.gsmarena.com/vv/bigpic/lg-x-mach.jpg
Google,Pixel,GSM / HSPA / LTE,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 12(700)| 13(700)| 17(700)| 18(800)| 19(800)| 20(800)| 21(1500)| 26(850)| 28(700)| 32(1500)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps,Yes,Yes,2016  October,Available. Released 2016  October,143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in),143,Nano-SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches (~69.0% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 7.1 (Nougat),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 821,Adreno 530,No,32/128 GB,4 GB RAM,12.3 MP| f/2.0| EIS (gyro)| phase detection & laser autofocus| dual-LED (dual tone) flash,"8 MP| f/2.4| 1/3.2"" sensor size| 1.4 µm pixel size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,Yes,No,3.0| Type-C 1.0 reversible connector,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2770 mAh battery,Quite Black| Very Silver| Really Blue,770,http://cdn2.gsmarena.com/vv/bigpic/google-pixel.jpg
Vodafone,Smart N8,GSM / HSPA / LTE, HSDPA, LTE,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2017  June,Available. Released 2017  June,144.5 x 71.9 x 8.6 mm (5.69 x 2.83 x 0.34 in),151,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.3% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 7.0 (Nougat),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 32 GB,16 GB,1.5 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes with dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,Yes,To be confirmed,microUSB 2.0,Fingerprint (rear-mounted)| accelerometer| proximity| compass,Li-Ion 2400 mAh battery,Graphite| Gold,100,http://cdn2.gsmarena.com/vv/bigpic/vodafone-smart-n8.jpg
